rank_test_score,std_test_score,param_log_reg__penalty,param_log_reg__max_iter,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
1,0.0017038366187114005,l2,100,0.08541879653930665,0.006553094220903253,0.005603361129760742,0.00024606106782417905,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,,5000,0.08646559715270996,0.005296388916772478,0.005393028259277344,0.00081912167671138,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,,10000,0.08667111396789551,0.00387528455157113,0.004689216613769531,0.0007863554090770729,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,l2,5000,0.08957653045654297,0.0071193236523428875,0.005638933181762696,0.00033734355577951013,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,l2,50000,0.09000229835510254,0.00894093077416816,0.0052010536193847655,0.0008036552466087129,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,,5000000,0.09049415588378906,0.005346058581742147,0.005349493026733399,0.000954150564964681,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,,500,0.09083704948425293,0.004493389823328872,0.005275535583496094,0.0007275007870105795,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,l2,10000,0.09088096618652344,0.005789308739170993,0.004754495620727539,0.0007195674540758853,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,,100,0.09236025810241699,0.005223165232872485,0.005726432800292969,0.0006946665221336345,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,l2,1000,0.0927314281463623,0.00666853638833618,0.005778360366821289,0.0006625540592724591,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,,1000,0.09327874183654786,0.004270833613967601,0.005916738510131836,0.00038683799380252076,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,,1000000,0.09645929336547851,0.0054351202872507534,0.005933904647827148,0.00022698558652009947,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,l2,1000000,0.09659276008605958,0.007671445529963963,0.005299758911132812,0.0007703674107408184,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,l2,500,0.09908370971679688,0.01076135474375125,0.006317710876464844,0.0016599084106721073,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,,100000,0.10677871704101563,0.004345555002945168,0.0068222999572753905,0.0013573797957868304,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,l2,500000,0.10760092735290527,0.005892580510656532,0.0065460681915283205,0.0007700488045916757,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,l2,100000,0.10843877792358399,0.006427102333171496,0.006427097320556641,0.0008339398148140276,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,,50000,0.1085289478302002,0.0054802772190253035,0.0066874027252197266,0.0006843779793429109,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,,500000,0.10948171615600585,0.005985596919621713,0.006588649749755859,0.0009515301370571636,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
1,0.0017038366187114005,l2,5000000,0.11020770072937011,0.010074655031231663,0.006411170959472657,0.0007703438603898819,0.9393158982915594,0.9376473575392651,0.9353984547861729,0.9387695879280326,0.9404019152640742
