rank_test_score,std_test_score,param_log_reg__penalty,param_log_reg__max_iter,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
1,1.3378471221545397e-05,l2,5000000,0.31522436141967775,0.03681608722178474,0.013254404067993164,0.0003820659031919832,0.5605571475207661,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
1,1.3378471221545397e-05,l2,100,0.315751314163208,0.030601925484460002,0.013968563079833985,0.002245117749782187,0.5605571475207661,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
1,1.3378471221545397e-05,l2,500000,0.3191231250762939,0.05141961265262349,0.012615299224853516,0.00039482970735278574,0.5605571475207661,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
1,1.3378471221545397e-05,l2,1000,0.3225759506225586,0.03505764537587,0.01318187713623047,0.00105774556073555,0.5605571475207661,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
1,1.3378471221545397e-05,l2,100000,0.3226007461547852,0.05222669631888923,0.01294550895690918,0.0006323189856303943,0.5605571475207661,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
1,1.3378471221545397e-05,l2,5000,0.32447423934936526,0.06180593162685351,0.012934160232543946,0.0006342198323364487,0.5605571475207661,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
1,1.3378471221545397e-05,l2,1000000,0.3304284572601318,0.030433518216249143,0.013021183013916016,0.00048495031500028703,0.5605571475207661,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
1,1.3378471221545397e-05,l2,500,0.3339545249938965,0.04873065540493032,0.013073921203613281,0.0006042322160653141,0.5605571475207661,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
1,1.3378471221545397e-05,l2,10000,0.3460411071777344,0.0515042817124346,0.013315296173095703,0.00047290358760947784,0.5605571475207661,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
1,1.3378471221545397e-05,l2,50000,0.36763591766357423,0.04962503040564889,0.013824939727783203,0.0011930387082744259,0.5605571475207661,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
11,6.67304844586445e-05,,100000,0.303812313079834,0.023787005795946416,0.013070964813232422,0.0004893052736532245,0.5603757843955167,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
11,6.67304844586445e-05,,1000,0.31049399375915526,0.024409328692986114,0.012244176864624024,0.00047274070662329924,0.5603757843955167,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
11,6.67304844586445e-05,,500000,0.3322475433349609,0.03301719791830851,0.012643861770629882,0.0004520114806139284,0.5603757843955167,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
11,6.67304844586445e-05,,10000,0.33252544403076173,0.029911042456039413,0.013070154190063476,0.0003661533896608752,0.5603757843955167,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
11,6.67304844586445e-05,,5000,0.34027371406555174,0.030332708800915608,0.012936973571777343,0.0012176586496881103,0.5603757843955167,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
11,6.67304844586445e-05,,5000000,0.34347996711730955,0.03403652214209895,0.014236211776733398,0.0014009150536348947,0.5603757843955167,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
11,6.67304844586445e-05,,1000000,0.3435525417327881,0.0463076569217183,0.012565517425537109,0.0003850155957145075,0.5603757843955167,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
11,6.67304844586445e-05,,500,0.34900455474853515,0.027965194053547703,0.014320468902587891,0.0023607602118420543,0.5603757843955167,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
11,6.67304844586445e-05,,100,0.3542616367340088,0.0530708973645218,0.013842582702636719,0.00033769067546121954,0.5603757843955167,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
11,6.67304844586445e-05,,50000,0.3602012634277344,0.036909677365588395,0.012961244583129883,0.0009315836457351533,0.5603757843955167,0.5605571475207661,0.5605208748957162,0.5605412071967498,0.5605412071967498
