rank_test_score,std_test_score,param_log_reg__penalty,param_log_reg__max_iter,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
1,0.0015408577849567522,,1000,0.37993512153625486,0.02699083938955018,0.02247447967529297,0.0037019584903270086,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,,50000,0.39555087089538576,0.043340468187273724,0.023361873626708985,0.005208278028388865,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,,5000,0.4035202980041504,0.006854862350235986,0.0256350040435791,0.005048276140161177,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,,10000,0.42414102554321287,0.016380026941441254,0.025083541870117188,0.003372617929080203,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,,5000000,0.42597112655639646,0.016515850439140136,0.02650313377380371,0.0029449356165690073,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,,500000,0.440477991104126,0.01133157045004628,0.025633573532104492,0.004082020020373226,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,,100000,0.45940203666687013,0.012969299210843905,0.029184484481811525,0.006337389062289435,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,,1000000,0.4940485954284668,0.04603117150434665,0.028920841217041016,0.0038277971151048653,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,l2,50000,0.5800724029541016,0.03685289023282199,0.02448282241821289,0.0027414782219405192,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,l2,1000,0.5932245254516602,0.03570201680346311,0.023040294647216797,0.0011810660491590093,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,l2,10000,0.6266181945800782,0.01757619931744754,0.026160144805908205,0.004040824337512666,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,l2,5000,0.6301758289337158,0.017251482308147333,0.025793790817260742,0.00418416302210033,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,l2,5000000,0.6617611885070801,0.03411116844023356,0.028490686416625978,0.003290099020753121,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,l2,500000,0.6652825355529786,0.0205484155957457,0.02758617401123047,0.004096774924682715,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,l2,100000,0.7084914207458496,0.017010229281163552,0.027010393142700196,0.00517024186252587,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,l2,1000000,0.7603225231170654,0.028865221628363646,0.03182277679443359,0.004301398238943165,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
