rank_test_score,std_test_score,param_svm__C,param_svm__max_iter,mean_fit_time,std_fit_time,mean_score_time,std_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
1,0.0015408577849567522,0.01,500000,0.32921676635742186,0.040479561201621196,0.028499603271484375,0.007329816656503265,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,0.01,50000,0.330167293548584,0.01606266761911208,0.024176263809204103,0.003625909011443652,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,0.01,100000,0.3309959411621094,0.013234770671707256,0.025152158737182618,0.003269968779478089,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,0.01,1000,0.3624424457550049,0.03322864326495004,0.03159513473510742,0.002363023809682489,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,0.01,5000000,0.36803317070007324,0.008673639086412777,0.03196735382080078,0.001551848662879085,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,0.01,5000,0.3705161094665527,0.011046185938689916,0.03195013999938965,0.0021211325182238705,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,0.01,1000000,0.3708259105682373,0.014352101501227458,0.03177733421325683,0.002508136257778442,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
1,0.0015408577849567522,0.01,10000,0.3720566749572754,0.010046439569752569,0.032109403610229494,0.003632719428713591,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.9160157612106842
9,0.0014909795699610251,0.1,50000,0.4565382957458496,0.04345457368723267,0.022732305526733398,0.003407164725256882,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.915632191924123
9,0.0014909795699610251,0.1,10000,0.49509735107421876,0.04489888234088859,0.026261091232299805,0.004853800645056827,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.915632191924123
9,0.0014909795699610251,0.1,100000,0.5204365730285645,0.023358677757471667,0.029632043838500977,0.002438796520525483,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.915632191924123
9,0.0014909795699610251,0.1,1000000,0.5241653442382812,0.0176087588877603,0.031492424011230466,0.0014920927624751071,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.915632191924123
9,0.0014909795699610251,0.1,1000,0.5275030136108398,0.010158638727831688,0.031213998794555664,0.0007501381300519616,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.915632191924123
9,0.0014909795699610251,0.1,5000000,0.5371774673461914,0.009572653439859429,0.030523157119750975,0.0008606312406038842,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.915632191924123
9,0.0014909795699610251,0.1,500000,0.5371884822845459,0.0065538516762256565,0.03266229629516602,0.005687479816123869,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.915632191924123
9,0.0014909795699610251,0.1,5000,0.5378282546997071,0.013596949394414368,0.032208824157714845,0.00472355332153901,0.9172550865631047,0.9144306710602019,0.9133148525899193,0.9133671565807138,0.915632191924123
17,0.001497081043882842,0.001,50000,0.33553366661071776,0.0166977062980654,0.022897768020629882,0.0011649298988762992,0.9166100040099726,0.9139948044702477,0.9130010286451523,0.9128441166727688,0.9157368017295487
17,0.001497081043882842,0.001,100000,0.341051721572876,0.02903061515499905,0.024474287033081056,0.003553228835970363,0.9166100040099726,0.9139948044702477,0.9130010286451523,0.9128441166727688,0.9157368017295487
17,0.001497081043882842,0.001,500000,0.3498079299926758,0.018551632929865815,0.02637515068054199,0.002296872187874516,0.9166100040099726,0.9139948044702477,0.9130010286451523,0.9128441166727688,0.9157368017295487
17,0.001497081043882842,0.001,1000,0.3775922775268555,0.011772669518402947,0.031640148162841795,0.0014993780047974437,0.9166100040099726,0.9139948044702477,0.9130010286451523,0.9128441166727688,0.9157368017295487
17,0.001497081043882842,0.001,5000,0.37764782905578614,0.023974158668394568,0.031817293167114256,0.002031950947483786,0.9166100040099726,0.9139948044702477,0.9130010286451523,0.9128441166727688,0.9157368017295487
17,0.001497081043882842,0.001,5000000,0.37792224884033204,0.01814296441478828,0.03475685119628906,0.003449542676464378,0.9166100040099726,0.9139948044702477,0.9130010286451523,0.9128441166727688,0.9157368017295487
17,0.001497081043882842,0.001,10000,0.3792537212371826,0.013448338379738474,0.03045334815979004,0.0008383217189151637,0.9166100040099726,0.9139948044702477,0.9130010286451523,0.9128441166727688,0.9157368017295487
17,0.001497081043882842,0.001,1000000,0.3822434902191162,0.014395240306174674,0.02989668846130371,0.0015360786090719294,0.9166100040099726,0.9139948044702477,0.9130010286451523,0.9128441166727688,0.9157368017295487
25,0.0013291344029671766,0.0001,500000,0.44555349349975587,0.034912320013284585,0.025903797149658202,0.00589972951948802,0.9154070122216992,0.9127220740275817,0.9120769914744495,0.9121118608016459,0.9143768742590139
25,0.0013291344029671766,0.0001,100000,0.4683711528778076,0.039011118778801014,0.024041080474853517,0.0033607858857077435,0.9154070122216992,0.9127220740275817,0.9120769914744495,0.9121118608016459,0.9143768742590139
25,0.0013291344029671766,0.0001,50000,0.5123118877410888,0.016430142554958657,0.030811214447021486,0.0006269904685710703,0.9154070122216992,0.9127220740275817,0.9120769914744495,0.9121118608016459,0.9143768742590139
